TWEET_ID,TIMESTAMP,PREDICTED_BREED,NAME,DOG_STAGE,CONFIDENCE_LEVEL,IMAGE_NUMBER,SOURCE,RATING_NUMERATOR,RATING_DENOMINATOR,FAVORITE_COUNT,RETWEET_COUNT,TEXT,JPG_URL,EXPANDED_URLS
666407126856765440,2015-11-17 00:06:54,Black-and-tan_coonhound,None,,0.529139,1,Twitter for iPhone,7,10,113,44,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,https://twitter.com/dog_rates/status/666407126856765440/photo/1
666411507551481857,2015-11-17 00:24:19,Nan,None,,0.0,1,Twitter for iPhone,2,10,459,339,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,https://twitter.com/dog_rates/status/666411507551481857/photo/1
666418789513326592,2015-11-17 00:53:15,Toy_terrier,Walter,,0.14968,1,Twitter for iPhone,10,10,129,48,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,https://twitter.com/dog_rates/status/666418789513326592/photo/1
666421158376562688,2015-11-17 01:02:40,Blenheim_spaniel,None,,0.906777,1,Twitter for iPhone,12,10,327,118,*internally screaming* 12/10,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,https://twitter.com/dog_rates/status/666421158376562688/photo/1
666428276349472768,2015-11-17 01:30:57,Pembroke,None,,0.371361,1,Twitter for iPhone,7,10,171,90,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,https://twitter.com/dog_rates/status/666428276349472768/photo/1
666430724426358785,2015-11-17 01:40:41,Irish_terrier,None,,0.104109,1,Twitter for iPhone,6,10,330,204,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,https://twitter.com/dog_rates/status/666430724426358785/photo/1
666435652385423360,2015-11-17 02:00:15,Chesapeake_bay_retriever,None,,0.18413,1,Twitter for iPhone,10,10,170,54,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10",https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,https://twitter.com/dog_rates/status/666435652385423360/photo/1
666437273139982337,2015-11-17 02:06:42,Chihuahua,None,,0.6718529999999999,1,Twitter for iPhone,7,10,131,52,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,https://twitter.com/dog_rates/status/666437273139982337/photo/1
666447344410484738,2015-11-17 02:46:43,Curly-coated_retriever,Scout,,0.322084,1,Twitter for iPhone,9,10,107,23,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,https://twitter.com/dog_rates/status/666447344410484738/photo/1
666454714377183233,2015-11-17 03:16:00,Dalmatian,Kreggory,,0.278954,1,Twitter for iPhone,10,10,545,223,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,https://twitter.com/dog_rates/status/666454714377183233/photo/1
666644823164719104,2015-11-17 15:51:26,Ibizan_hound,Jimothy,,0.0443334,1,Twitter for iPhone,9,10,238,88,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,https://twitter.com/dog_rates/status/666644823164719104/photo/1
666649482315059201,2015-11-17 16:09:56,Border_collie,None,,0.4478029999999999,1,Twitter for iPhone,4,10,923,608,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,https://twitter.com/dog_rates/status/666649482315059201/photo/1
666691418707132416,2015-11-17 18:56:35,German_shepherd,Christoper,,0.975401,1,Twitter for iPhone,8,10,196,51,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,https://twitter.com/dog_rates/status/666691418707132416/photo/1
666701168228331520,2015-11-17 19:35:19,Labrador_retriever,None,,0.887707,1,Twitter for iPhone,8,10,449,234,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,https://twitter.com/dog_rates/status/666701168228331520/photo/1
666739327293083650,2015-11-17 22:06:57,Miniature_poodle,Lugan,,0.546933,1,Twitter for iPhone,10,10,244,71,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,https://twitter.com/dog_rates/status/666739327293083650/photo/1
666776908487630848,2015-11-18 00:36:17,Miniature_pinscher,Josep,,0.167175,1,Twitter for iPhone,5,10,368,186,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,https://twitter.com/dog_rates/status/666776908487630848/photo/1
666781792255496192,2015-11-18 00:55:42,Italian_greyhound,None,,0.618316,1,Twitter for iPhone,10,10,404,211,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,https://twitter.com/dog_rates/status/666781792255496192/photo/1
666786068205871104,2015-11-18 01:12:41,Nan,None,,0.0,1,Twitter for iPhone,2,10,800,521,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,https://twitter.com/dog_rates/status/666786068205871104/photo/1
666804364988780544,2015-11-18 02:25:23,English_setter,Jockson,,0.328792,1,Twitter for iPhone,8,10,250,95,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,https://twitter.com/dog_rates/status/666804364988780544/photo/1
666817836334096384,2015-11-18 03:18:55,Miniature_schnauzer,Jeph,,0.496953,1,Twitter for iPhone,9,10,540,267,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,https://twitter.com/dog_rates/status/666817836334096384/photo/1
666826780179869698,2015-11-18 03:54:28,Maltese_dog,None,,0.359383,1,Twitter for iPhone,12,10,266,105,12/10 simply brilliant pup,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,https://twitter.com/dog_rates/status/666826780179869698/photo/1
666835007768551424,2015-11-18 04:27:09,Airedale,None,,0.448459,1,Twitter for iPhone,10,10,222,83,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,https://twitter.com/dog_rates/status/666835007768551424/photo/1
666837028449972224,2015-11-18 04:35:11,Nan,None,,0.0,1,Twitter for iPhone,3,10,857,584,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,https://twitter.com/dog_rates/status/666837028449972224/photo/1
666983947667116034,2015-11-18 14:18:59,Nan,None,,0.0,1,Twitter for iPhone,11,10,2679,1040,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,https://twitter.com/dog_rates/status/666983947667116034/photo/1
666996132027977728,2015-11-18 15:07:24,Rottweiler,Carll,,0.0624899,1,Twitter for iPhone,10,10,258,102,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,https://twitter.com/dog_rates/status/666996132027977728/photo/1
667012601033924608,2015-11-18 16:12:51,Nan,Klevin,,0.0,1,Twitter for iPhone,9,10,471,237,This is Klevin. He laughs a lot. Very cool dog. 9/10,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,https://twitter.com/dog_rates/status/667012601033924608/photo/1
667044094246576128,2015-11-18 18:17:59,Golden_retriever,None,,0.765266,1,Twitter for iPhone,12,10,198,54,12/10 gimme now,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,https://twitter.com/dog_rates/status/667044094246576128/photo/1
667062181243039745,2015-11-18 19:29:52,Chesapeake_bay_retriever,Keet,,0.825678,1,Twitter for iPhone,10,10,227,57,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,https://twitter.com/dog_rates/status/667062181243039745/photo/1
667065535570550784,2015-11-18 19:43:11,Nan,None,,0.0,1,Twitter for iPhone,8,10,175,51,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,https://twitter.com/dog_rates/status/667065535570550784/photo/1
667073648344346624,2015-11-18 20:15:26,Chihuahua,Dave,,0.4836819999999999,1,Twitter for iPhone,10,10,425,134,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,https://twitter.com/dog_rates/status/667073648344346624/photo/1
667090893657276420,2015-11-18 21:23:57,Chihuahua,Clybe,,0.959514,1,Twitter for iPhone,7,10,349,132,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,https://twitter.com/dog_rates/status/667090893657276420/photo/1
667119796878725120,2015-11-18 23:18:48,Pembroke,Gabe,,0.741563,1,Twitter for iPhone,10,10,346,135,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,https://twitter.com/dog_rates/status/667119796878725120/photo/1
667138269671505920,2015-11-19 00:32:12,West_highland_white_terrier,None,,0.747713,1,Twitter for iPhone,10,10,4851,2387,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,https://twitter.com/dog_rates/status/667138269671505920/photo/1
667152164079423490,2015-11-19 01:27:25,Toy_poodle,Pipsy,,0.535411,1,Twitter for iPhone,12,10,49720,18285,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,https://twitter.com/dog_rates/status/667152164079423490/photo/1
667160273090932737,2015-11-19 01:59:39,Golden_retriever,Bradlay,,0.471351,1,Twitter for iPhone,11,10,268,66,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,https://twitter.com/dog_rates/status/667160273090932737/photo/1
667165590075940865,2015-11-19 02:20:46,Miniature_pinscher,Churlie,,0.140173,1,Twitter for iPhone,10,10,2819,1241,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,https://twitter.com/dog_rates/status/667165590075940865/photo/1
667171260800061440,2015-11-19 02:43:18,Giant_schnauzer,Kenneth,,0.8412649999999999,1,Twitter for iPhone,10,10,235,97,Say hello to Kenneth. He likes Reese's Puffs. 10/10,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,https://twitter.com/dog_rates/status/667171260800061440/photo/1
667174963120574464,2015-11-19 02:58:01,Toy_poodle,Clarence,,0.266437,1,Twitter for iPhone,9,10,262,88,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10",https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,https://twitter.com/dog_rates/status/667174963120574464/photo/1
667176164155375616,2015-11-19 03:02:47,Soft-coated_wheaten_terrier,None,,0.318981,1,Twitter for iPhone,4,10,640,484,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,https://twitter.com/dog_rates/status/667176164155375616/photo/1
667177989038297088,2015-11-19 03:10:02,Vizsla,None,,0.2592489999999999,1,Twitter for iPhone,8,10,200,58,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,https://twitter.com/dog_rates/status/667177989038297088/photo/1
667182792070062081,2015-11-19 03:29:07,Golden_retriever,Timison,,0.949892,1,Twitter for iPhone,10,10,15075,6618,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,https://twitter.com/dog_rates/status/667182792070062081/photo/1
667188689915760640,2015-11-19 03:52:34,Nan,None,,0.0,1,Twitter for iPhone,10,10,784,449,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,https://twitter.com/dog_rates/status/667188689915760640/photo/1
667192066997374976,2015-11-19 04:05:59,Rottweiler,None,,0.28364,1,Twitter for iPhone,12,10,414,115,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,https://twitter.com/dog_rates/status/667192066997374976/photo/1
667200525029539841,2015-11-19 04:39:35,Siberian_husky,Joshwa,,0.694904,1,Twitter for iPhone,11,10,658,282,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,https://twitter.com/dog_rates/status/667200525029539841/photo/1
667211855547486208,2015-11-19 05:24:37,Golden_retriever,Genevieve,,0.462556,1,Twitter for iPhone,9,10,516,258,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,https://twitter.com/dog_rates/status/667211855547486208/photo/1
667369227918143488,2015-11-19 15:49:57,Nan,None,,0.0,1,Twitter for iPhone,10,10,385,173,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,https://twitter.com/dog_rates/status/667369227918143488/photo/1
667393430834667520,2015-11-19 17:26:08,Papillon,Fwed,,0.557009,1,Twitter for iPhone,8,10,211,60,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,https://twitter.com/dog_rates/status/667393430834667520/photo/1
667405339315146752,2015-11-19 18:13:27,Saint_bernard,Biden,,0.381377,1,Twitter for iPhone,7,10,489,234,This is Biden. Biden just tripped... 7/10,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,https://twitter.com/dog_rates/status/667405339315146752/photo/1
667435689202614272,2015-11-19 20:14:03,Rottweiler,None,,0.999091,1,Twitter for iPhone,12,10,326,89,Ermergerd 12/10,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,https://twitter.com/dog_rates/status/667435689202614272/photo/1
667437278097252352,2015-11-19 20:20:22,Nan,None,,0.0,1,Twitter for iPhone,10,10,483,257,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,https://twitter.com/dog_rates/status/667437278097252352/photo/1
667443425659232256,2015-11-19 20:44:47,Nan,None,,0.0,1,Twitter for iPhone,6,10,833,620,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,https://twitter.com/dog_rates/status/667443425659232256/photo/1
667453023279554560,2015-11-19 21:22:56,Labrador_retriever,Cupcake,,0.8256700000000001,1,Twitter Web Client,11,10,327,96,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,https://twitter.com/dog_rates/status/667453023279554560/photo/1
667455448082227200,2015-11-19 21:32:34,Tibetan_terrier,Reese,,0.676376,1,Twitter Web Client,7,10,203,66,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,https://twitter.com/dog_rates/status/667455448082227200/photo/1
667470559035432960,2015-11-19 22:32:36,Toy_poodle,None,,0.304175,1,Twitter Web Client,11,10,273,102,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,https://twitter.com/dog_rates/status/667470559035432960/photo/1
667491009379606528,2015-11-19 23:53:52,Borzoi,None,,0.852088,1,Twitter Web Client,7,10,559,242,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,https://twitter.com/dog_rates/status/667491009379606528/photo/1
667495797102141441,2015-11-20 00:12:54,Chihuahua,Philippe,,0.143957,1,Twitter Web Client,9,10,565,294,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,https://twitter.com/dog_rates/status/667495797102141441/photo/1
